LLK;parmB1;parmB2;parmB3;LIT_frg;POM_split;DOC_frg;DOC_lch;parmK1;parmK2;parmK3;parmK4;parmK5;parmK9;parmK10;la_2;la_3;sigma2Litter;sigma2Soil
-1718.776437808286;0.6521190196333088;0.5966108538720377;0.7894863852436748;4.110118090800995E-5;0.8133921381789994;0.4735706559797233;4.553189304919137E-5;0.44391334639163466;0.0011046522463763083;9.878182525591519E-5;0.8804308972628262;6.0471369366440006E-5;1.0444910082737983E-5;5.333750339679972E-4;0.0232450031687488;0.014577572571263415;238.86066662745992;705.1382750477673
-1720.424939900301;0.6372927461289534;0.5914563938189462;0.7814135294001566;4.111729852057468E-5;0.8117880183319779;0.461906634182571;3.5621503895014585E-5;0.44371637648023526;0.0011054889577769;9.839997374549376E-5;0.8766606581499691;6.092576209151745E-5;1.0460448808114006E-5;5.338385520853524E-4;0.023072599253296935;0.014617254035108896;241.6605024855526;705.4956710819374
-1719.4467656412694;0.6259010158452453;0.5982197335929124;0.786739524531987;3.502127167120934E-5;0.8148968548980515;0.4378212457803458;6.906929171345386E-5;0.44090980771423366;0.0011052016221861608;9.768946622817674E-5;0.8782187866728414;6.07145634769515E-5;1.0404570611854336E-5;5.340478410532627E-4;0.022389023979928917;0.014365109473026109;244.23137238146623;705.2041684997718
-1720.571433896829;0.6689506262169025;0.5972626063267586;0.7660982785094895;3.3961948922895524E-5;0.8185770647487892;0.42525959619706016;1.3892276233993668E-4;0.44749960062660654;0.0011235676362885876;9.721392319786319E-5;0.877238528989324;6.01758709178866E-5;1.0333730780817723E-5;5.338377651023295E-4;0.022109100270892933;0.014396946879407417;244.86451412257708;707.9059247922725
-1723.7232139075722;0.6397512818187896;0.5852200069705078;0.7575381190589477;3.144856765228109E-5;0.8172247769572997;0.3992286921766375;3.2117596915016836E-5;0.45122283868683966;0.0011319280751662226;9.866290662475795E-5;0.8728723079059005;6.0302090375613886E-5;1.0349371744915125E-5;5.342384064335318E-4;0.022275513070342215;0.014273084370199765;246.9524921966438;708.4452006096875
-1719.3329136236296;0.6593216982166209;0.5942489639681467;0.7660169863028051;3.508248384365788E-5;0.8132444093503047;0.4136618072913283;4.2562276697697215E-5;0.44507555256567183;0.0011062661969744234;9.982299691269352E-5;0.8729991476048661;6.0072273431413006E-5;1.047250083033574E-5;5.327294778877472E-4;0.022900807359160082;0.014344084113023561;248.8855925082336;708.1212196401201
-1720.3200855463317;0.6577275256747269;0.5957218043370519;0.7638522091671106;3.70408943297834E-5;0.8115307316589521;0.39805634830278713;4.4372492677428085E-5;0.44188631735763595;0.0011015025982631878;1.0014550218339865E-4;0.8730250770932347;6.115222162735395E-5;1.0526854637501668E-5;5.320160410846217E-4;0.02272029239156899;0.014324101410140597;248.3685699054444;708.7056630702118
-1721.6289084017933;0.6130890254070958;0.5988150264566215;0.7678423610601691;3.7739751701539555E-5;0.8071546121342491;0.3982467146740751;3.845104547919831E-5;0.4410217635278125;0.0011071738735631941;9.972923194177855E-5;0.8756421145712301;6.068094107747945E-5;1.0537715285048127E-5;5.312374889477495E-4;0.022597811341757174;0.014380436823945648;247.52762910881447;708.4978795334525
-1719.188299084468;0.6957175590567203;0.5898944537490736;0.7766378124477312;3.6319981722365573E-5;0.8158073743061185;0.379883250040406;2.1775560162506082E-5;0.44219489047648836;0.0011195922615653388;9.959120211239372E-5;0.8767439166495495;6.0403369392028044E-5;1.0543581117146508E-5;5.336788388023367E-4;0.022751522602322532;0.014582788729764042;247.65536368156643;710.8202135318177
-1718.5664678882033;0.684122127676595;0.5816738710492502;0.775964191207059;3.313275526101175E-5;0.8208325226159178;0.3934011068823402;5.232278340699663E-5;0.43782917046111813;0.0011057506504381935;9.97948461775789E-5;0.8772326959640755;6.057278606728328E-5;1.0537732477508261E-5;5.337190413072857E-4;0.022561978238251762;0.014537442026485428;245.7925890958992;711.4529759125031
-1720.7579274993695;0.6671468786571949;0.5750193795319698;0.780300286144342;3.624155195351539E-5;0.823289757080107;0.3985311851445276;1.5495918955820402E-5;0.4405335737280282;0.0011100801597919523;1.0008401955164154E-4;0.8756760102051775;6.183441742525631E-5;1.0476449555559553E-5;5.332914795368911E-4;0.022860985298545917;0.014519951833617704;246.37164694879135;711.5097590284498
-1725.1513173625028;0.582024590234054;0.5518233418835894;0.7893374458847859;2.8519753803336434E-5;0.8173593977505347;0.38579077240397086;2.1504149615821796E-5;0.44874606052866933;0.0011071321767431015;9.804459030815095E-5;0.8724098968896328;6.076752379153706E-5;1.0583511035085885E-5;5.33328533452497E-4;0.02362009452126408;0.01430917870799707;246.6185057674669;712.6741308766806
-1718.7168964887755;0.6936789457268904;0.5985987677388546;0.767280697749975;3.2962328676957084E-5;0.8248746806093722;0.39410384915351226;6.283844068572993E-5;0.4501866625163676;0.0011028865806656243;9.694109301293945E-5;0.8715740103009019;6.13399652097627E-5;1.0540799695010599E-5;5.325884798836417E-4;0.02387532031831159;0.014348805118769209;245.88176419276687;713.6743356153951
-1720.0147701537753;0.6899918528850714;0.5665161207932415;0.7879356847649847;3.1690023515330325E-5;0.8216273725311276;0.3767379125139926;1.6129282156491083E-4;0.4469768876517872;0.0011027674886627983;9.902624006636831E-5;0.8734935649519177;6.181855893722972E-5;1.0441940354052432E-5;5.333256133636864E-4;0.023732674739643324;0.014473231978776443;243.76060699315516;713.6749832652988
-1720.1515881627179;0.692324152256689;0.5704762769281405;0.784190977778872;3.883885727960457E-5;0.8209701289626181;0.37595488044409353;2.64233008523599E-4;0.44293296321202036;0.0011163568742358113;9.991387467728622E-5;0.8735381484969834;6.03186286993362E-5;1.0302266242928331E-5;5.34060843977746E-4;0.023608489397145736;0.014580850929047623;244.24553957671264;714.9447589746785
-1723.1898430316671;0.6751423591182522;0.5543287356677264;0.7666207262314342;4.4858173267504744E-5;0.8289964432535942;0.3992688872924033;1.9566609745581893E-4;0.4394946292053186;0.0011180545712359974;1.000124553150463E-4;0.8737907036743134;6.0110550615858205E-5;1.0334144014312423E-5;5.357261912520335E-4;0.023817368573555372;0.014493072358720325;242.64184237707903;714.5110438336196
-1724.2303827223143;0.6637825803351164;0.5348620690965679;0.7376678111056982;3.5764429457474314E-5;0.829067180704504;0.3998125288086143;1.3478688329028913E-4;0.4561909361402645;0.0011084002992791907;9.953803026650235E-5;0.8787294012771123;6.105881189813977E-5;1.0252999508239823E-5;5.345474674469742E-4;0.023898148689393883;0.014454361355922105;243.2822211321868;714.1016672717869
-1720.0602813406153;0.6437173347279039;0.5817954940711173;0.7823762276049658;4.069189506265699E-5;0.8275361359035565;0.3963063829232749;9.821811375900565E-5;0.4483196510239559;0.0011079621214183674;9.979882369758609E-5;0.8784164061263275;6.056166717208384E-5;1.021236630948094E-5;5.367482760557206E-4;0.024186504871832465;0.014410605414383342;240.14218400917272;711.9736204527874
-1726.0541966085618;0.5438972417822182;0.5640809589366622;0.7715431764974011;4.097717664881024E-5;0.8253137520811361;0.3891907277570161;8.916291299791E-5;0.447579039291497;0.001117992064158875;1.0075072764410192E-4;0.8773422877864624;6.0860727421828715E-5;1.0292570256665232E-5;5.350561030001388E-4;0.02422367953252089;0.014401572293117315;238.36336582732056;711.0395864941182
-1723.4449763068658;0.6856581903027222;0.5776792503009428;0.7070665529808453;4.475387738964621E-5;0.8231131410144127;0.36806313473040475;1.326559445638706E-4;0.4476856412647905;0.0011072081575491536;1.0128854046718694E-4;0.8784120886309404;6.0093277632765304E-5;1.0334814977078266E-5;5.346965171631888E-4;0.02328094890027788;0.014464517530719461;238.57182334183082;710.1769450762804
-1729.7316379696942;0.5502994914185153;0.5758821740879674;0.7190140520343714;4.534834684985526E-5;0.8221940514941546;0.39074450140923594;1.7135457231297598E-4;0.4572443101438474;0.0011149197175629112;1.0062387526871059E-4;0.8765475466598557;6.123560035340649E-5;1.0283920409855516E-5;5.353693746208051E-4;0.02308432638659674;0.014403725772169355;239.66491764870958;710.609939675188
-1720.1535133091654;0.6617800410931622;0.5821672267426673;0.750507332800844;3.88863585780903E-5;0.8226302961897388;0.3787303778126848;1.2432432027823038E-4;0.45775380914319613;0.0011027497451706946;9.978502035918205E-5;0.8748735861921597;6.0330300822343476E-5;1.0277109389530406E-5;5.34674971976236E-4;0.02280140211995768;0.014369573874444798;239.12164257520965;711.7239415293833
-1720.9009075503204;0.6855757840501049;0.5188058311608146;0.778230794458485;4.0002138275832686E-5;0.824427543625237;0.37408236249398286;2.1853228779218216E-4;0.4557791130443533;0.0011065934160339093;9.910756885281366E-5;0.8758615440554307;6.027174452842416E-5;1.0279289434654638E-5;5.335644884476459E-4;0.02311095241528966;0.014378862670191844;237.4883600180927;711.4368028771003
-1719.8297174816234;0.679720278001654;0.5650144809152782;0.7840071315230172;3.591092542450942E-5;0.8274145194441264;0.35780007053203433;1.8828092255134907E-4;0.46200406234731006;0.0011240949169691742;9.839838630781002E-5;0.8764028808867946;6.0010903716972664E-5;1.0292523482868333E-5;5.341593442629988E-4;0.023550720480547103;0.014027632432562833;237.0163741323908;711.3937059680471
-1720.387998716536;0.6827501274699017;0.5937653950284365;0.7466983908320679;4.3199384043017905E-5;0.8188785981223466;0.3709031742487878;1.4110200934785001E-4;0.4611071420944497;0.0011002406542149918;9.84186997222669E-5;0.8728318266499013;6.041734618707832E-5;1.0353531900978312E-5;5.342169998907062E-4;0.024334256440422235;0.014081232567065902;237.61354073538263;711.300942864506
-1719.7297263375578;0.6713427502425016;0.5685886471972089;0.7860709481173813;4.029011949361908E-5;0.8248530194543882;0.37556326250645455;1.3802265672833972E-4;0.469477013527907;0.0011113487916206888;9.691452318577865E-5;0.8725516507600162;6.0330109130388564E-5;1.0428273931169253E-5;5.340564361587254E-4;0.024382753847007575;0.014189560156678575;238.77571442948894;712.0559483590521
-1723.8059738854224;0.6292519502740689;0.540115379780642;0.7729113836766649;3.8597697466943395E-5;0.8241325724654294;0.40214709940707233;1.7361302508249184E-4;0.4787301036063202;0.0011125537328103574;9.7791190981177E-5;0.8751629871080195;6.12592663490037E-5;1.0370287032336048E-5;5.339761329841543E-4;0.024128702006387174;0.014241928249328295;236.9432592450869;712.2831207718764
-1720.6784064066828;0.6833856425769259;0.5421073052265689;0.7850301758003931;4.3829466319553586E-5;0.824982927026671;0.3906533671415453;1.591384510789321E-4;0.4777105538324038;0.0011045231783852055;9.754680504457612E-5;0.880691106470199;6.039890361837302E-5;1.0387457688384046E-5;5.337397892778365E-4;0.024337964597627167;0.014259584038183355;235.81557495458338;712.740675111881
-1724.628290447125;0.6678740904916681;0.5910215843326497;0.787295256353765;3.989403526109693E-5;0.8229610669113794;0.38262907813698904;1.140385663387528E-4;0.47323950925979513;0.0011664417535622413;9.838969195414875E-5;0.8791568600435103;6.028770376733822E-5;1.038913199851136E-5;5.343075753635898E-4;0.02544123192560867;0.014095729337243556;234.55632486539878;712.0659051162323
-1721.4024745027245;0.6554708032181454;0.5633782916540758;0.7852307819225977;2.9338406748628617E-5;0.8101065278038866;0.382499347653628;1.4594345931754087E-4;0.4704102495234269;0.0011073382838169036;9.759240026659057E-5;0.8741755531721087;6.114717765506518E-5;1.0314553129929378E-5;5.343363110281377E-4;0.02544027091457079;0.01404941062547557;233.12323607164726;713.1737753698394
-1717.5716452317977;0.6714658105453128;0.5939969956343614;0.7858623605373533;3.1936493021010004E-5;0.8105065423320233;0.41330538732982347;1.0046423522421461E-4;0.4708558121234937;0.0011081493736235716;9.875674527926995E-5;0.8722337028607623;6.024325284242088E-5;1.031326558444441E-5;5.339904994149589E-4;0.025155395278896757;0.014155659074561105;235.1138728431158;713.6097342855096
